yi'ge 一个
cai'shi 才是
du'zhe 读者
dui'wu 队伍
kong'qi 空气
ri'bao 日报
zong'shu 总数
gui'ze 规则
jiang'hui 将会
hen'nan 很难
ben'tie 本帖
ci'wai 此外
yun'yong 运用
gong'li 公里
sun'shi 损失
jiu'ye 就业
ti'xian 体现
jia'kuai 加快
lao'po 老婆
zong'jie 总结
gao'xing 高兴
gong'yi 工艺
ge'xing 个性
fang'jian 房间
zhi'hao 只好
yi'wei 以为
dang'nian 当年
xing'zhi 性质
guan'cha 观察
qu'dong 驱动
bi'li 比例
biao'da 表达
qin'fan 侵犯
mei'xiang'dao 没想到
tu'chu 突出
bing'bu'shi 并不是
qi'zi 妻子
shen'mi 神秘
biao'ming 表明
ci'ji 刺激
ji'yi 记忆
bu'chu 不出
xiang'fa 想法
mu'guang 目光
ni'yao 你要
jie'zhe 接着
gai'nian 概念
qiang'diao 强调
ye'mei 也没
yuan'yi 愿意
shi'bai 失败
guang'chang 广场
biao'qian 标签
fa'yan 发言
zhong'duo 众多
shu'xing 属性
zuo'dao 做到
xiang'qi 想起
bao'cun 保存
si'kao 思考
man'yi 满意
li'run 利润
pi'zhun 批准
wu'xian 无线
shou'dao 收到
qian'mian 前面
chi'cun 尺寸
cheng'guo 成果
jin'lai 进来
zhuang'shi 装饰
wo'he 我和
za'zhi 杂志
you'ke'neng 有可能
zen'me'yang 怎么样
shou'ji 收集
luo'shi 落实
dao'yan 导演
shen'ru 深入
jin'zhi 禁止
meng'xiang 梦想
zhi'xia 之下
dao'lu 道路
zhong'ren 众人
ben'wang 本网
kong'bu 恐怖
xia'yi'ye 下一页
zui'duo 最多
shi'yan 实验
zai'zhe 在这
shi'gong 施工
xiang'bi 相比
yi'ba 一把
jiu'you 就有
ping'mu 屏幕
dong'man 动漫
qi'guai 奇怪
di'ren 敌人
bu'gou 不够
na'li 哪里
tong'chang 通常
xi'an 西安
dui'bu'qi 对不起
cao'zuo'xi'tong 操作系统
jing'ling 精灵
zhan'kai 展开
fa'bu'ri'qi 发布日期
shang'lu 上路
hua'ren 华人
shi'xiang 事项
ba'ba 爸爸
pei'jian 配件
huo'shi 或是
yu'ming 域名
zun'zhong 尊重
cheng'shu 成熟
gu'li 鼓励
ju'min 居民
guan'shui 灌水
guan'zhong 观众
fang'fo 仿佛
dong'li 动力
xiao'zu 小组
po'jie 破解
zhi'biao 指标
yi'tao 一套
ni'hui 你会
xuan'bu 宣布
gong'gong 公共
dao'de 道德
wang'tong 网通
zai'xi 仔细
shi'jie'shang 世界上
hua'gong 化工
ji'qi 机器
tian'tian 天天
jie'chu 接触
xing'qing 行情
hui'qu 回去
jia'meng 加盟
er'yan 而言
qiu'gou 求购
gu'ji 估计
lun'wen 论文
jin'shu 金属
yu'ce 预测
huan'bao 环保
che'di 彻底
zhan'chang 站长
san'xing 三星
huan'zhe 患者
jiang'zai 将在
she'ying 摄影
jia'li 家里
mei'shen'me 没什么
zi'ben 资本
zai'ci 在此
de'shuo 的说
re'qing 热情
huang'jin 黄金
hei'hei 嘿嘿
sheng'ri 生日
chu'yu 处于
ce'lve 策略
zhi'ding 指定
gai'shan 改善
xiu'xi 休息
zhi'gong 职工
shang'le 上了
fu'za 复杂
she'ding 设定
shun'li 顺利
lang'man 浪漫
zhang'fu 丈夫
ke'ji'you'xian'gong'si 科技有限公司
ben'gong'si 本公司
lao'ren 老人
wu'nai 无奈
zhi'wei 职位
qu'shi 趋势
tong'xun 通讯
ma'fan 麻烦
jia'zu 家族
ta'zai 他在
nan'nv 男女
gao'zhong 高中
na'ge 哪个
gou'tong 沟通
yun'xu 允许
shi'gu 事故
ke'xi 可惜
bie'de 别的
ye'yao 也要
xia'zai'di'zhi 下载地址
qing'xu 情绪
tong'zhi 同志
hua'mian 画面
yin'qing 引擎
que'ren 确认
zuo'ri 昨日
bu'tai 不太
yi'kuai 一块
chong'wu 宠物
de'que 的确
zheng'shu 证书
wai'mian 外面
da'da 大大
wo'you 我有
shi'shei 是谁
zhu'ren 主任
da'bu'fen 大部分
shi'zhe'yang 是这样
gao'kao 高考
hu'bei 湖北
wen'jian'da'xiao 文件大小
guo'ren 国人
bu'xu'yao 不需要
you'hen'duo 有很多
shuang'shou 双手
ling'yi'ge 另一个
fang'xin 放心
shang'yi'ye 上一页
bu'dui 部队
ti'yan 体验
jiao'cheng 教程
bai'se 白色
yun'shu 运输
biao'yan 表演
zhan'dou 战斗
guang'lin 光临
bu'ting 不停
da'sha 大厦
xiang'hu 相互
zhu'ying 主营
ta'ren 他人
pin'zhong 品种
jun'shi 军事
hong'se 红色
jia'yuan 家园
guan'li'xi'tong 管理系统
shu'xue 数学
yi'wai 意外
cai'fang 采访
lv'shi 律师
ji'bing 疾病
da'ge 大哥
gong'zi 工资
wo'dou 我都
zhi'yu 至于
wei'ruan 微软
yao'pin 药品
ge'ge 各个
tian'tang 天堂
ting'zhi 停止
ge'ge 哥哥
fen'fen 纷纷
mian'lin 面临
hun'yin 婚姻
gu'ding 固定
yi'fa 依法
tui'dong 推动
gei'ta 给他
zou'dao 走到
xing'qu 兴趣
zuo'chu 作出
bu'zai 不在
jiu'bu 就不
sha'men 厦门
tie'tu 贴图
pi'fa 批发
ni'ye 你也
gan'dong 感动
ci'ci 此次
ju'bei 具备
xian'ran 显然
rong'liang 容量
bu'dan 不但
kai'tong 开通
tai'yang 太阳
da'shi 大师
li'nian 理念
zhe'jiu'shi 这就是
bei'hou 背后
pai'ming 排名
shi'ying 适应
he'wo 和我
ping'shi 平时
jin'qu 进去
qing'dao 青岛
ke'ren 客人
shuo'le 说了
huan'ying'nin 欢迎您
qing'dian'ji 请点击
la'ji 垃圾
huai'yi 怀疑
chu'sheng 出生
bu'xing 不行
wu'ye 物业
ri'ji 日记
jiu'jing 究竟
fang'zhi 防止
que'fa 缺乏
lei'si 类似
jian'jian 渐渐
ke'fu 客服
lan'mu 栏目
shu'ku 书库
chuan'bo 传播
hui'ji 会计
shu'chu 输出
chang'pian 唱片
shang'zhang 上涨
chang'jia 厂家
xie'zhen 写真
bao'bei 宝贝
cheng'nuo 承诺
zhao'sheng 招生
fang'zi 房子
yi'dao 一道
shang'sheng 上升
wen'rou 温柔
yi'xiang 一项
ming'yun 命运
tou'zi'zhe 投资者
xian'you 现有
shen'yang 沈阳
xing'ge 性格
mei'mei 妹妹
bao'bao 宝宝
nian'du 年度
lao'da 老大
jiang'hu 江湖
guo'ran 果然
du'te 独特
da'lian 大连
da'ji 打击
hai'neng 还能
chuang'zuo 创作
gou'cheng 构成
guan'jun 冠军
an'hui 安徽
qing'chun 青春
wo'xian'zai 我现在
zhi'nan 指南
gao'xiao 高校
shuo'wan 说完
yi'bu'fen 一部分
yi'ren 一人
er'shou 二手
yi'bu 一步
yan'shen 眼神
tu'wen 图文
ru'you 如有
ji'chu'shang 基础上
tou'lu 透露
fan'er 反而
pin'zhi 品质
si'ge 四个
you'hua 优化
dian'chi 电池
lu'ru 录入
wei'dao 味道
shou'gou 收购
bang'mang 帮忙
di'guo 帝国
zhuan'rang 转让
da'gai 大概
zhu'ren 主人
wo'zhi 我只
ze'ren'bian'ji 责任编辑
kong'diao 空调
zun'shou 遵守
zhong'hua'ren'min'gong'he'guo 中华人民共和国
quan'shen 全身
di'san 第三
pang'bian 旁边
bu'de'bu 不得不
shi'chang'jia 市场价
he'ta 和他
ding'wei 定位
yu'ji 预计
fan'dui 反对
ti'jiao 提交
gong'qiu 供求
chi'fan 吃饭
tian'qi 天气
nin'shi 您是
zai'yu 在于
shen'me'shi'hou 什么时候
lan'se 蓝色
xiao'qu 小区
xiao'lv 效率
wu'zhi 物质
fan'zui 犯罪
zhan'dian 站点
shou'ce 手册
yi'ding'hui 一定会
sheng'cun 生存
xue'li 学历
wu'shu 无数
xie'diao 协调
she'ji 涉及
hui'yi 回忆
hei'an 黑暗
ren'ti 人体
jin'qi 近期
bi'yao 必要
ke'neng'hui 可能会
re'dian 热点
yin'cang 隐藏
pan'duan 判断
ji'mo 寂寞
jing'cha 警察
cha'zhao 查找
zhi'jin 至今
zhan'shi 战士
gai'zao 改造
xin'lang 新浪
yi'kan 一看
wen'du 温度
chang'chang 常常
you'zhi 优质
mei'rong 美容
bu'da 不大
ta'ye 他也
zhan'nei 站内
guo'you 国有
gan'jin 赶紧
ou'mei 欧美
yun'nan 云南
mian'fei'dian'ying 免费电影
fang'chan 房产
yan'yuan 演员
shi'ke 时刻
zhua'zhu 抓住
shang'ji 商机
mou'xie 某些
bo'li 玻璃
te'jia 特价
zhu'ban 主板
nian'dai 年代
tu'xiang 图像
xin'ling 心灵
hen'shao 很少
shi'ji'shang 实际上
jiao'du 角度
nei'xin 内心
ting'shuo 听说
jin'bu 进步
jia'da 加大
shi'you 石油
dou'neng 都能
men'kou 门口
wo'yi 我一
mei'ge'ren 每个人
yin'dao 引导
bu'chong 补充
da'suan 打算
dao'hang 导航
jiao'cai 教材
chuang'shang 床上
xuan'xiang 选项
yi'ju 依据
gu'niang 姑娘
shi'yong 适用
guo'wu'yuan 国务院
tuan'dui 团队
qu'xiao 取消
mao'dun 矛盾
chuan'shuo 传说
dian'yuan 电源
yi'bu 一部
hui'yuan'jia 会员价
fei'ji 飞机
hua'xue 化学
dian'li 电力
jiang'li 奖励
shi'min 市民
yin'le'wang 音乐网
dou'shi 都市
xing'fen 兴奋
lu'chu 露出
zhi'chu 之处
yi'shi 一是
you'xian'ze'ren 有限责任
shi'wu 食物
sheng'li 胜利
shuo'shen'me 说什么
yi'ge'yue 一个月
fu'kuan 付款
ta'jiu 他就
gu'fen'you'xian'gong'si 股份有限公司
jie'jin 接近
kao'sheng 考生
yan'fa 研发
xiao'rong 笑容
bu'ding 补丁
shen'hou 身后
ji'ti 集体
jia'huo 家伙
hao'duo 好多
te'zheng 特征
shua'xin 刷新
jiao'da 较大
zou'jin 走进
yi'yao 医药
fan'zheng 反正
yi'shi 一时
san'nian 三年
qian'wan 千万
shen'me'yang 什么样
du'shu 读书
jin'kuai 尽快
tou'fa 头发
ying'jian 硬件
ben'zhou 本周
yi'xiao 一笑
mo'ni 模拟
qiu'zhu 求助
gong'zuo'ren'yuan 工作人员
guan'nian 观念
hu'xiang 互相
wo'zhen 我真
cai'zheng 财政
nan'hai 男孩
qian'ming 签名
yi'you 已有
hai'wai 海外
shi'yi 是以
shi'you 是由
shan'xi 陕西
si'le 死了
ju'bao 举报
shang'qu 上去
yan'lun 言论
yin'xiang 印象
shang'jia 商家
fen'pei 分配
ze'shi 则是
jin'hou 今后
zhuan'qu 专区
tong'yi 同一
jiao'huan 交换
su'liao 塑料
da'quan 大全
na'tian 那天
fei'fa 非法
jia'chang 家长
fan'yi 翻译
ji'yu 基于
yan'lei 眼泪
dou'mei 都没
yuan'ben 原本
e'luo'si 俄罗斯
pai'xing 排行
ba'wo 把握
tong'yong 通用
zao'yi 早已
tou'su 投诉
dui'ta 对他
xiang'xiang 想象
bu'bi 不必
you'yi 有意
gu'ke 顾客
ye'jiu'shi 也就是
cai'hui 才会
zhao'bu'dao 找不到
na'xie 哪些
ming'nian 明年
guang'xi 广西
da'dian'hua 打电话
wo'lai 我来
ping'gu 评估
shen'he 审核
gong'shang 工商
ni'shuo 你说
jia'ju 家具
yi'mian 一面
ke'yi'shuo 可以说
she'hui'zhu'yi 社会主义
hai'hui 还会
da'ren 大人
zhi'pin 制品
gong'zhu 公主
chuan'lai 传来
xiao'xin 小心
jian'zhi 简直
chang'shi 尝试
ning'bo 宁波
zhi'jian 只见
da'ying 答应
guo'yu 国语
mei'yi'ge 每一个
zhong'jie 中介
ke'yan 科研
wang'zhe 望着
di'qiu 地球
gen'zhe 跟着
lian'xiang 联想
mei'you'ren'he 没有任何
zhen'shi'xing 真实性
ren'kou 人口
dang'qian'wei'zhi 当前位置
zhu'bu 逐步
xin'jiang 新疆
yao'qing 邀请
mei'ri 每日
chu'xian'zai 出现在
guan'jian'zi 关键字
bei'ren 被人
xin'hao 信号
zui'di 最低
jin'liang 尽量
xu'ni 虚拟
zong'jing'li 总经理
zan'men 咱们
yi'gu 一股
rang'ta 让她
hua'yuan 花园
bing'fei 并非
shi'zhi 是指
she'li 设立
xuan'huan 玄幻
qu'dao 渠道
mei'hao 美好
zou'chu 走出
jiu'hao 就好
dian'zi'you'jian 电子邮件
nei'rong'jian'jie 内容简介
lao'gong 老公
zai'na'li 在那里
yi'ju'hua 一句话
er'shi 二十
chang'yong 常用
gu'shi 股市
ba'wo 把我
wei'ni 为你
shi'zen'me 是怎么
sui'bian 随便
ji'tian 几天
wei'xie 威胁
qiu'yuan 球员
ti'qian 提前
xin'xi'wang 信息网
chan'quan 产权
che'liang 车辆
dian'ji'shu 点击数
zhong'fu 重复
zui'zhong'yao 最重要
cun'chu 存储
sheng'tai 生态
se'qing 色情
yue'du'zhe 阅读者
ren'li 人力
xian'jin'xing 先进性
cai'dan 菜单
cong'ci 从此
dao'da 到达
jian'guo 见过
pei'tao 配套
pu'bian 普遍
kong'pa 恐怕
yuan'cheng 远程
ye'zai 也在
zhuan'yi 转移
shun'jian 瞬间
zhao'shang 招商
gong'lu 公路
da'li 大力
nan'xing 男性
yan'chu 演出
guan'fang 官方
gu'dong 股东
suan'shi 算是
yao'you 要有
wei'wei 微微
biao'mian 表面
gang'wei 岗位
di'shang 地上
neng'fou 能否
neng'liang 能量
zhi'jia 之家
zhun'que 准确
shang'wei 尚未
xiang'xi'nei'rong 详细内容
bi'ci 彼此
dian'shi'tai 电视台
wei'fa 违法
qing'xi 清晰
na'shi 那时
wei'nin 为您
cheng'ren 承认
cha'bu'duo 差不多
he'ping 和平
nan'sheng 男生
hai'pa 害怕
shang'lai 上来
zhu'yi 主义
ge'zi 各自
zhe'me'duo 这么多
chun'jie 春节
duo'mei'ti 多媒体
shang'cheng 商城
liao'ning 辽宁
yi'lu 一路
yi'zhi 一致
guang'pan 光盘
na'me'duo 那么多
ge'ji 各级
ni'zai 你在
zhu'zhai 住宅
kan'chu 看出
hai'bu 还不
zhi'hui 智慧
kan'qi'lai 看起来
duo'me 多么
dian'tou 点头
da'sai 大赛
yi'chang 异常
shou'shang 受伤
bu'jin 不禁
bian'yi 便宜
dian'dian 点点
qu'bie 区别
ming'dan 名单
ye'neng 也能
you'qing'lian'jie 友情链接
ren'bu'zhu 忍不住
liang'zhong 两种
wen'zhou 温州
huo'bi 货币
li'hai 厉害
shan'xi 山西
yi'ban 一半
zuo'shen'me 做什么
zu'gou 足够
gong'yuan 公园
jian'yan 检验
ling'hun 灵魂
ce'hua 策划
xin'xin 信心
zou'xiang 走向
you'yi'zhong 有一种
hu'dong 互动
hao'wu 毫无
xin'xiang 信箱
hang'kong 航空
jing'xuan 精选
jin'ri 近日
xian'ka 显卡
hen'duo'ren 很多人
zhang'hao 帐号
gong'an 公安
lian'xi 练习
chu'fa 出发
bu'ran 不然
bo'shi 博士
ke'yi'yong 可以用
yu'fang 预防
wei'chi 维持
an'niu 按钮
er'lai 而来
jiang'xi 江西
wei'fan 违反
ji'dong 激动
bing'ren 病人
yi'pi 一批
ye'zhu 业主
qing'ren 情人
dang'zhong 当中
ge'ming 革命
ti'zhi 体制
sui'hou 随后
wo'dui 我对
bu'ke'yi 不可以
bu'xi'huan 不喜欢
ji'chang 机场
huo'ban 伙伴
jiang'jun 将军
quan'shi 全市
ni'zen'me 你怎么
shang'xia 上下
cai'chan 财产
chu'zu 出租
wen'nuan 温暖
zheng'he 整合
di'mian 地面
yan'zhong 眼中
you'quan 有权
bi'ye'sheng 毕业生
shui'jing 水晶
su'zhou 苏州
xiao'zi 小子
bu'xian 不限
bang'wo 帮我
yi'bei 已被
zhong'wen'ban 中文版
zi'zhu 自主
ri'chang 日常
zuo'ye 作业
de'fen 得分
kong'zhong 空中
shuo'fa 说法
xiao'hai 小孩
jian'kong 监控
dan'ren 担任
shi'nei 室内
hu'xi 呼吸
zi'mu 字幕
zui'kuai 最快
duo'ci 多次
huan'xiang 幻想
yi'xue 医学
ban'zhu 斑竹
ying'yang 营养
zhu'jiao 主角
bu'liang 不良
zhu'xi 主席
yong'lai 用来
ta'hai 他还
bu'dui 不对
bu'jiu 不久
shou'xu 手续
xin'xing 新型
zhuang'zhi 装置
ye'ji 业绩
zhuan'shen 转身
tai'bei 台北
zao'xing 造型
shu'ji 书记
xin'ji'shu 新技术
jiang'lai 将来
xi'fang 西方
da'zhong 大众
cheng'xin 诚信
kan'fa 看法
tie'tong 铁通
guan'che 贯彻
fu'nv 妇女
liang'nian 两年
wu'liu 物流
dang'ni 当你
bu'zhu 不住
bu'duo 不多
jin'jin 紧紧
wai'gua 外挂
li'du 力度
ji'ci 几次
ni'men'de 你们的
zai'ye 再也
yi'ji 一级
da'le 打了
zhu'ji 主机
xin'pian 芯片
ti'li 体力
zen'me'hui 怎么会
qiang'hua 强化
fa'yuan 法院
gao'su'ni 告诉你
shui'jue 睡觉
yuan'tie 原帖
shi'dang 适当
ping'heng 平衡
tan'suo 探索
gan'shen'me 干什么
yan'jiu'sheng 研究生
shuo'zhe 说着
yi'wai 以外
gai'jin 改进
yi'si 一丝
jing'tou 镜头
biao'zhi 标志
mou'ge 某个
chuan'shu 传输
dan'dan 淡淡
yi'qi 仪器
ji'lie 激烈
kuai'che 快车
zhang'jie 章节
guan'yuan 官员
quan'wen 全文
you'huo 诱惑
quan'ti 全体
huo'qu 获取
ping'jing 平静
ding'yi 定义
ben'ci 本次
zhong'you 中有
ke'lian 可怜
yi'xi'lie 一系列
zhuo'mian 桌面
sou'hu 搜狐
jin'cheng 进程
yuan'yuan 远远
lian'zai 连载
qian'wang 前往
zhi'wu 植物
he'xie 和谐
jia'ren 家人
bao'jian 保健
lian'ai 恋爱
ren'qun 人群
jing'xiao'shang 经销商
yuan'li 原理
ben'ke 本科
shang'ci 上次
yin'du 印度
yuan'liao 原料
yi'fan 一番
hen'you 很有
fan'kui 反馈
neng'yuan 能源
ren'yi 任意
shou'li 手里
suo'zai'di 所在地
fu'chu 付出
sheng'yi 生意
jian'mian 见面
ta'shuo 她说
si'ji 司机
gong'cheng'shi 工程师
chang'suo 场所
ping'fen 评分
zheng'zhou 郑州
ri'qian 日前
yi'ti 一体
an'li 案例
liu'lan'qi 浏览器
chang'jian 常见
yi'qie'dou 一切都
jiang'hua 讲话
gu'yi 故意
xu'ke 许可
jia'su 加速
bu'jian 不见
si'wei 思维
feng'jing 风景
yi'hui'er 一会儿
fan'wei'nei 范围内
zhe'yi'dian 这一点
jian'pan 键盘
fu'shi 服饰
kao'he 考核
zuo'fa 做法
you'you 又有
nei'zhi 内置
nian'qing'ren 年轻人
dian'qi 电器
jun'dui 军队
zong'tong 总统
yin'jin 引进
an'jian 案件
geng'wei 更为
bu'dong 不懂
qi'fen 气氛
bu'yuan 不愿
ren'min'zheng'fu 人民政府
da'duo'shu 大多数
zhi'xu 只需
ti'dao 提到
gan'jue'dao 感觉到
xia'lie 下列
shi'yan 试验
ke'jian 可见
yi'shen 一身
nv'hai'zi 女孩子
zhao'gu 照顾
yun'zuo 运作
xian'hou 先后
xing'shi 形势
qing'nin 请您
liu'yan'ban 留言板
sheng'qi 生气
yi'wei'zhe 意味着
zhi'ming 知名
shi'ti 试题
shen'shen 深深
hou'guo 后果
jian'suo 检索
kan'guo 看过
jin'ji 紧急
xue'shu 学术
wei'ji 危机
di'xia 地下
gan'ran 感染
da'sheng 大声
shen'ke 深刻
chu'tai 出台
xi'bu 西部
dui'wai 对外
zao'shang 早上
qiu'dui 球队
liang'wei 两位
tian'xie 填写
bian'shi 便是
geng'da 更大
lian'se 脸色
zhu'fu 祝福
hao'ping 好评
sen'lin 森林
chen'mo 沉默
gu'wen 顾问
xian'lu 线路
di'er'tian 第二天
rong'yu 荣誉
mei'ren 没人
yao'wu 药物
ju'qing 剧情
she'wei 设为
zao'jiu 早就
duo'duo 多多
shi'shi'shang 事实上
dan'zai 但在
shi'de 是的
tui'chu 退出
guang'bo 广播
zhu'yan 主演
ni'zhi'dao 你知道
fa'lv'ze'ren 法律责任
pai'xing'bang 排行榜
dian'ping 点评
xiang'ce 相册
hui'bu'hui 会不会
wu'li 物理
ni'hao 你好
yin'shua 印刷
he'ni 和你
wei'da 伟大
wan'ju 玩具
nan'fang 南方
li'wu 礼物
shang'biao 商标
tui'jian'shi'yong 推荐使用
er'zai 而在
wu'liao 无聊
ru'tong 如同
yu'wen 语文
dao'lai 到来
qi'ta'de 其他的
zao'yu 遭遇
zheng'hao 正好
nv'shi 女士
wai'guo 外国
yi'kou 一口
wo'zhe 我这
chang'sha 长沙
kou'qi 口气
shen'me'shi 什么事
you'yi'xie 有一些
dang'chu 当初
xing'zuo 星座
ta'shi 她是
yi'da'li 意大利
pi'ping 批评
you'guan'bu'men 有关部门
chi'le 吃了
lang'fei 浪费
kao'cha 考察
ren'jian 人间
lin'shi 临时
li'pin 礼品
zhuan'tie 转帖
yi'jiu 依旧
dian'xing 典型
zhu'ming 注明
ku'cun 库存
jin'gong 仅供
cai'se 彩色
kuai'jie 快捷
mo'shou 魔兽
cu'xiao 促销
bang'ni 帮你
qin'zi 亲自
san'ren 三人
jun'wei 均为
shi'wang 失望
ji'nan 济南
gai'gong'si 该公司
chu'chu 出处
tiao'kuan 条款
er'ren 二人
shen'pi 审批
fa'ren 法人
qiu'zhi 求职
chang'shi'jian 长时间
mai'le 买了
chuang'yi 创意
gu'du 孤独
ji'cheng 集成
wu'ran 污染
yu'lan 预览
wen'dang 文档
ji'ben'shang 基本上
xi'jie 细节
ti'hui 体会
ji'nian 纪念
gong'chang 工厂
chang'da 长大
liang'ci 两次
cong'ming 聪明
te'xing 特性
shuo'guo 说过
dui'yuan 队员
fen'wei 分为
zhuan'li 专利
wei'ci 为此
hai'nan 海南
diao'jie 调节
shen'cai 身材
hui'ying 回应
san'da 三大
bu'neng'xia'zai 不能下载
tong'dao 通道
shui'guo 水果
kai'kou 开口
chao'shi 超市
ye'jing 液晶
dui'hua 对话
xin'hua'wang 新华网
ba'ta 把他
bin'guan 宾馆
wei'tuo 委托
da'yue 大约
man'hua 漫画
tiao'li 条例
ci'chu 此处
fu'qi 夫妻
shi'bing 士兵
nei'di 内地
shen'zi 身子
dao'wo 到我
dong'guan 东莞
dao'chu 到处
gei'wo'men 给我们
nv'you 女友
zheng'shi 证实
yong'tu 用途
liu'cheng 流程
min'zhu 民主
tie'lu 铁路
jiao'che 轿车
you'shi'hou 有时候
zai'shuo 再说
jue'ce 决策
shang'xin 伤心
ji'da 极大
jing'fang 警方
qi'shi 骑士
shi'yong'yu 适用于
chuan'zhe 穿着
yi'zhi 一支
wo'shi 我市
gong'fu 功夫
zong'ti 总体
tu'shu'guan 图书馆
shuo'shi 说是
ben'wang'zhan 本网站
neng'bu'neng 能不能
hao'bu 毫不
xi'shou 吸收
jie'ya'mi'ma 解压密码
wei'zhi 为止
dui'ni 对你
cheng'shou 承受
guo'chan'ruan'jian 国产软件
dun'shi 顿时
yuan'su 元素
shang'you 上有
ji'lin 吉林
cheng'jiu 成就
huang'di 皇帝
zhi'fa 执法
bi'ran 必然
mian'xiang 面向
shang'ban 上班
wo'you 我又
mian'yi 面议
dang'wo 当我
xin'ren 新人
you'jian 右键
wang'ji 网际
ya'suo 压缩
yan'jiu'suo 研究所
lian'sai 联赛
you'xian'ze'ren'gong'si 有限责任公司
shou'shu 手术
dan'wo 但我
ni'kan 你看
kai'le 开了
zhu'chi 主持
hen'jiu 很久
gan'ga 尴尬
gu'zhang 故障
ti'wen 提问
zhi'xing'shi'jian 执行时间
you'ci 由此
xue'ke 学科
jing'ying'xu'ke'zheng 经营许可证
yi'dui 一对
bai'wan 百万
xia'le 下了
qi'ji 奇迹
xian'shi'qi 显示器
shen'me'shi 什么是
tong'bu 同步
deng'fang'mian 等方面
xiao'zhe 笑着
xie'zuo 写作
ke'yong 可用
jie'dao 接到
yi'xia'zi 一下子
shi'nian 十年
hao'chu 好处
feng'yun 风云
kao'yan 考研
hui'zai 会在
na'chu 拿出
ben'lun'tan 本论坛
dui'zhe 对着
bao'guang 曝光
mei'shi 没事
xin'zeng 新增
ju'shuo 据说
fang'jia 房价
jia'dian 家电
wo'jia 我家
wo'ai 我爱
bu'pa 不怕
jing'ya 惊讶
dong'bei 东北
bu'shi'hen 不是很
you'ji'hui 有机会
xian'dai'hua 现代化
pin'lv 频率
qing'da'jia 请大家
yi'duan'shi'jian 一段时间
hui'tou 回头
yi'lian 一脸
xin'ku 辛苦
xian'ru 陷入
zhi'wu 职务
ben'yue 本月
tian'ran 天然
da'zhan 大战
wu'bi 无比
wang'yi 网易
ju'zhu 居住
mei'yue 每月
ni'xiang 你想
sheng'cheng 生成
cai'jing 财经
quan'li 权力
bing'zai 并在
tu'xing 图形
kai'fa'shang 开发商
qi'xian 期限
di'yi'zhang 第一章
yu'men 郁闷
you'qi 尤其
jian'li 简历
mo'ren 默认
shuo'chu 说出
cha'ru 插入
tou'ming 透明
xiang'shi 像是
tang'niao'bing 糖尿病
bu'dai'biao 不代表
shen'hua 神话
nin'ke'yi 您可以
dang'tian 当天
jian'ding 鉴定
ci'ke 此刻
suo'shuo 所说
fu'ren 夫人
jin'gong 进攻
zhong'lei 种类
wo'hen 我很
tuan'jie 团结
wang'ba 网吧
xiang'guan'tu'pian 相关图片
jing'ji'fa'zhan 经济发展
nin'xian'zai 您现在
yi'fu 一副
dian'zi'shang'wu 电子商务
wo'qu 我去
ping'guo 苹果
zhe'ge'wen'ti 这个问题
gui'lv 规律
ling'xian 领先
liu'lan'ci'shu 浏览次数
zhi'bu'guo 只不过
shuo'dao 说到
wang'you 网游
dan'ta 但他
chu'xi 出席
bei'fang 北方
chang'wei'hui 常委会
yin'fa 引发
zi'xin 自信
zhuan'tie 转贴
lu'xian 路线
quan'sheng 全省
si'zhou 四周
di'jia 低价
xin'xian 新鲜
jiao'dian 焦点
zheng'qu 争取
he'shi 合适
hou'hui 后悔
jia'ru'shi'jian 加入时间
dao'li 道理
wu'ren 无人
qing'qiu 请求
xi'ai 喜爱
qun'fa 群发
zhu'zhong 注重
xian'hua 鲜花
jin'e 金额
bai'du 百度
jiao'gao 较高
bu'shuo 不说
ling'shou 零售
zhu'fang 住房
kuan'dai 宽带
hao'kan 好看
cong'lai'mei 从来没
xun'huan 循环
yao'qu 要去
gao'xiao 高效
wu'yi 无疑
hui'shi 回事
zhong'liang 重量
zhe'kuan 这款
shi'jie'bei 世界杯
fan'dian 饭店
ni'hai 你还
huan'huan 缓缓
ta'bu 他不
shi'a 是啊
ga'fei 咖啡
quan'yi 权益
de'qian 的钱
ni'zi'ji 你自己
qing'xing 情形
min'jian 民间
yi'zuo 一座
jie'fang 解放
jie'dao 街道
ti'nei 体内
bu'xiang 不详
zhi'li 治理
chun'tian 春天
guo'nei'wai 国内外
